sigla_uf;sexo;raca;faixa_etaria;grau_instrucao;clt;janeiro;fevereiro;março;abril;maio;junho;julho;agosto;setembro;outubro;novembro;dezembro
CE;NÃO INFORMADO;NÃO INFORMADA;25 A 39;MEDIO INCOMP;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;25 A 39;MEDIO COMPL;;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;25 A 39;MEDIO COMPL;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;25 A 39;MEDIO COMPL;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;25 A 39;SUP. INCOMP;;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;25 A 39;SUP. INCOMP;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;25 A 39;SUP. INCOMP;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;25 A 39;SUP. COMP;;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;25 A 39;SUP. COMP;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;25 A 39;SUP. COMP;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;25 A 39;MESTRADO;;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;25 A 39;MESTRADO;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;25 A 39;MESTRADO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;25 A 39;DOUTORADO;;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;25 A 39;DOUTORADO;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;25 A 39;DOUTORADO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;40 A 59;;;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;40 A 59;;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;40 A 59;;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;40 A 59;ANALFABETO;;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;40 A 59;ANALFABETO;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;40 A 59;ANALFABETO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;40 A 59;ATE 5.A INC;;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;40 A 59;ATE 5.A INC;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;40 A 59;ATE 5.A INC;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;40 A 59;5.A CO FUND;;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;40 A 59;5.A CO FUND;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;40 A 59;5.A CO FUND;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;40 A 59;6. A 9. FUND;;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;40 A 59;6. A 9. FUND;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;40 A 59;6. A 9. FUND;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;40 A 59;FUND COMPL;;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;40 A 59;FUND COMPL;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;40 A 59;FUND COMPL;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;40 A 59;MEDIO INCOMP;;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;40 A 59;MEDIO INCOMP;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;40 A 59;MEDIO INCOMP;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;40 A 59;MEDIO COMPL;;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;40 A 59;MEDIO COMPL;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;40 A 59;MEDIO COMPL;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;40 A 59;SUP. INCOMP;;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;40 A 59;SUP. INCOMP;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;40 A 59;SUP. INCOMP;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;40 A 59;SUP. COMP;;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;40 A 59;SUP. COMP;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;40 A 59;SUP. COMP;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;40 A 59;MESTRADO;;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;40 A 59;MESTRADO;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;40 A 59;MESTRADO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;40 A 59;DOUTORADO;;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;40 A 59;DOUTORADO;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;40 A 59;DOUTORADO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;60 OU MAIS;;;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;60 OU MAIS;;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;60 OU MAIS;;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;60 OU MAIS;ANALFABETO;;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;60 OU MAIS;ANALFABETO;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;60 OU MAIS;ANALFABETO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;60 OU MAIS;ATE 5.A INC;;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;60 OU MAIS;ATE 5.A INC;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;60 OU MAIS;ATE 5.A INC;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;60 OU MAIS;5.A CO FUND;;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;60 OU MAIS;5.A CO FUND;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;60 OU MAIS;5.A CO FUND;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;60 OU MAIS;6. A 9. FUND;;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;60 OU MAIS;6. A 9. FUND;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;60 OU MAIS;6. A 9. FUND;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;60 OU MAIS;FUND COMPL;;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;60 OU MAIS;FUND COMPL;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;60 OU MAIS;FUND COMPL;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;60 OU MAIS;MEDIO INCOMP;;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;60 OU MAIS;MEDIO INCOMP;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;60 OU MAIS;MEDIO INCOMP;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;60 OU MAIS;MEDIO COMPL;;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;60 OU MAIS;MEDIO COMPL;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;60 OU MAIS;MEDIO COMPL;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;60 OU MAIS;SUP. INCOMP;;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;60 OU MAIS;SUP. INCOMP;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;60 OU MAIS;SUP. INCOMP;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;60 OU MAIS;SUP. COMP;;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;60 OU MAIS;SUP. COMP;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;60 OU MAIS;SUP. COMP;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;60 OU MAIS;MESTRADO;;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;60 OU MAIS;MESTRADO;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;60 OU MAIS;MESTRADO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;60 OU MAIS;DOUTORADO;;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;60 OU MAIS;DOUTORADO;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO INFORMADA;60 OU MAIS;DOUTORADO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;;;;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;;;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;;;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;;ANALFABETO;;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;;ANALFABETO;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;;ANALFABETO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;;ATE 5.A INC;;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;;ATE 5.A INC;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;;ATE 5.A INC;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;;5.A CO FUND;;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;;5.A CO FUND;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;;5.A CO FUND;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;;6. A 9. FUND;;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;;6. A 9. FUND;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;;6. A 9. FUND;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;;FUND COMPL;;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;;FUND COMPL;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;;FUND COMPL;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;;MEDIO INCOMP;;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;;MEDIO INCOMP;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;;MEDIO INCOMP;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;;MEDIO COMPL;;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;;MEDIO COMPL;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;;MEDIO COMPL;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;;SUP. INCOMP;;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;;SUP. INCOMP;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;;SUP. INCOMP;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;;SUP. COMP;;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;;SUP. COMP;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;;SUP. COMP;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;;MESTRADO;;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;;MESTRADO;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;;MESTRADO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;;DOUTORADO;;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;;DOUTORADO;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;;DOUTORADO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;14 A 17;;;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;14 A 17;;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;14 A 17;;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;14 A 17;ANALFABETO;;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;14 A 17;ANALFABETO;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;14 A 17;ANALFABETO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;14 A 17;ATE 5.A INC;;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;14 A 17;ATE 5.A INC;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;14 A 17;ATE 5.A INC;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;14 A 17;5.A CO FUND;;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;14 A 17;5.A CO FUND;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;14 A 17;5.A CO FUND;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;14 A 17;6. A 9. FUND;;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;14 A 17;6. A 9. FUND;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;14 A 17;6. A 9. FUND;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;14 A 17;FUND COMPL;;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;14 A 17;FUND COMPL;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;14 A 17;FUND COMPL;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;14 A 17;MEDIO INCOMP;;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;14 A 17;MEDIO INCOMP;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;14 A 17;MEDIO INCOMP;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;14 A 17;MEDIO COMPL;;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;14 A 17;MEDIO COMPL;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;14 A 17;MEDIO COMPL;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;14 A 17;SUP. INCOMP;;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;14 A 17;SUP. INCOMP;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;14 A 17;SUP. INCOMP;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;14 A 17;SUP. COMP;;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;14 A 17;SUP. COMP;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;14 A 17;SUP. COMP;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;14 A 17;MESTRADO;;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;14 A 17;MESTRADO;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;14 A 17;MESTRADO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;14 A 17;DOUTORADO;;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;14 A 17;DOUTORADO;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;14 A 17;DOUTORADO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;18 A 24;;;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;18 A 24;;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;18 A 24;;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;18 A 24;ANALFABETO;;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;18 A 24;ANALFABETO;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;18 A 24;ANALFABETO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;18 A 24;ATE 5.A INC;;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;18 A 24;ATE 5.A INC;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;18 A 24;ATE 5.A INC;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;18 A 24;5.A CO FUND;;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;18 A 24;5.A CO FUND;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;18 A 24;5.A CO FUND;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;18 A 24;6. A 9. FUND;;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;18 A 24;6. A 9. FUND;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;18 A 24;6. A 9. FUND;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;18 A 24;FUND COMPL;;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;18 A 24;FUND COMPL;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;18 A 24;FUND COMPL;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;18 A 24;MEDIO INCOMP;;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;18 A 24;MEDIO INCOMP;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;18 A 24;MEDIO INCOMP;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;18 A 24;MEDIO COMPL;;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;18 A 24;MEDIO COMPL;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;18 A 24;MEDIO COMPL;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;18 A 24;SUP. INCOMP;;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;18 A 24;SUP. INCOMP;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;18 A 24;SUP. INCOMP;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;18 A 24;SUP. COMP;;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;18 A 24;SUP. COMP;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;18 A 24;SUP. COMP;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;18 A 24;MESTRADO;;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;18 A 24;MESTRADO;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;18 A 24;MESTRADO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;18 A 24;DOUTORADO;;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;18 A 24;DOUTORADO;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;18 A 24;DOUTORADO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;25 A 39;;;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;25 A 39;;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;25 A 39;;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;25 A 39;ANALFABETO;;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;25 A 39;ANALFABETO;SIM;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;25 A 39;ANALFABETO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;25 A 39;ATE 5.A INC;;0;0;0;0;0;0;0;0;0;0;0;0
CE;NÃO INFORMADO;NÃO IDENTIFICADO;25 A 39;ATE 5.A INC;SIM;0;0;0;0;0;0;0;0;0;0;0;0
